2023-08-12 00:00:01 result: , param:5000-111:-1086.7900000000000
2023-08-12 10:52:22 result: , param:5000-111:-1107.3800000000000
2023-08-12 10:52:24 result: , param:5000-111:-1107.3800000000000
2023-08-12 10:52:26 result: , param:5000-111:-1107.3800000000000
2023-08-12 10:52:28 result: , param:5000-111:-1107.3800000000000
2023-08-12 10:52:30 result: , param:5000-111:-1107.3800000000000
2023-08-12 10:52:32 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:52:34 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:52:36 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:52:38 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:52:40 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:52:42 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:52:44 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:52:46 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:52:48 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:52:50 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:52:52 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:52:54 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:52:56 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:52:58 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:00 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:02 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:04 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:06 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:08 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:10 result: , param:5000-111:-1107.3800000000000
2023-08-12 10:53:12 result: , param:5000-111:-1107.3800000000000
2023-08-12 10:53:14 result: , param:5000-111:-1107.3800000000000
2023-08-12 10:53:16 result: , param:5000-111:-1107.3800000000000
2023-08-12 10:53:18 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:20 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:22 result: , param:5000-111:-1107.3800000000000
2023-08-12 10:53:24 result: , param:5000-111:-1108.5500000000000
2023-08-12 10:53:26 result: , param:5000-111:-1108.5500000000000
2023-08-12 10:53:28 result: , param:5000-111:-1108.5500000000000
2023-08-12 10:53:30 result: , param:5000-111:-1108.5500000000000
2023-08-12 10:53:32 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:34 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:36 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:38 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:40 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:42 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:44 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:46 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:48 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:50 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:52 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:54 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:56 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:53:58 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:00 result: , param:5000-111:-1107.3800000000000
2023-08-12 10:54:02 result: , param:5000-111:-1107.3800000000000
2023-08-12 10:54:04 result: , param:5000-111:-1107.3800000000000
2023-08-12 10:54:06 result: , param:5000-111:-1107.3800000000000
2023-08-12 10:54:08 result: , param:5000-111:-1107.3800000000000
2023-08-12 10:54:10 result: , param:5000-111:-1107.3800000000000
2023-08-12 10:54:12 result: , param:5000-111:-1107.3800000000000
2023-08-12 10:54:14 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:16 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:18 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:20 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:22 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:24 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:26 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:28 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:30 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:32 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:34 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:36 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:38 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:40 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:42 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:44 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:46 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:48 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:50 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:52 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:54 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:56 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:54:58 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:00 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:02 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:04 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:06 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:08 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:10 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:12 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:14 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:16 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:18 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:20 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:22 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:24 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:26 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:28 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:30 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:32 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:34 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:36 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:38 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:40 result: , param:5000-111:-1107.3700000000000
2023-08-12 10:55:42 result: , param:5000-111:-1107.3500000000000
2023-08-12 10:55:44 result: , param:5000-111:-1107.3400000000000
2023-08-12 10:55:46 result: , param:5000-111:-1107.3400000000000
2023-08-12 10:55:48 result: , param:5000-111:-1107.3400000000000
2023-08-12 10:55:50 result: , param:5000-111:-1107.3400000000000
2023-08-12 10:55:52 result: , param:5000-111:-1107.3400000000000
2023-08-12 10:55:54 result: , param:5000-111:-1107.3400000000000
2023-08-12 10:55:56 result: , param:5000-111:-1107.3400000000000
2023-08-12 10:55:58 result: , param:5000-111:-1107.3400000000000
2023-08-12 10:56:00 result: , param:5000-111:-1106.4200000000000
2023-08-12 10:56:02 result: , param:5000-111:-1106.4200000000000
2023-08-12 10:56:04 result: , param:5000-111:-1106.4200000000000
2023-08-12 10:56:06 result: , param:5000-111:-1106.4200000000000
2023-08-12 10:56:08 result: , param:5000-111:-1106.4200000000000
2023-08-12 10:56:10 result: , param:5000-111:-1106.0600000000000
2023-08-12 10:56:12 result: , param:5000-111:-1106.0500000000000
2023-08-12 10:56:14 result: , param:5000-111:-1106.0500000000000
2023-08-12 10:56:16 result: , param:5000-111:-1106.0500000000000
2023-08-12 10:56:18 result: , param:5000-111:-1106.0500000000000
2023-08-12 10:56:20 result: , param:5000-111:-1106.0500000000000
2023-08-12 10:56:22 result: , param:5000-111:-1106.0500000000000
2023-08-12 10:56:24 result: , param:5000-111:-1106.0500000000000
2023-08-12 10:56:26 result: , param:5000-111:-1105.9300000000000
2023-08-12 10:56:28 result: , param:5000-111:-1105.9400000000000
2023-08-12 10:56:30 result: , param:5000-111:-1105.9400000000000
2023-08-12 10:56:33 result: , param:5000-111:-1105.9100000000000
2023-08-12 10:56:35 result: , param:5000-111:-1105.9200000000000
2023-08-12 10:56:37 result: , param:5000-111:-1105.9300000000000
2023-08-12 10:56:39 result: , param:5000-111:-1105.9100000000000
2023-08-12 10:56:41 result: , param:5000-111:-1105.9200000000000
2023-08-12 10:56:43 result: , param:5000-111:-1105.9100000000000
2023-08-12 10:56:45 result: , param:5000-111:-1105.9200000000000
2023-08-12 10:56:47 result: , param:5000-111:-1105.8100000000000
2023-08-12 10:56:49 result: , param:5000-111:-1105.9100000000000
2023-08-12 10:56:51 result: , param:5000-111:-1105.9200000000000
2023-08-12 10:56:53 result: , param:5000-111:-1105.8200000000000
2023-08-12 10:56:55 result: , param:5000-111:-1105.8300000000000
2023-08-12 10:56:57 result: , param:5000-111:-1105.5500000000000
2023-08-12 10:56:59 result: , param:5000-111:-1105.5600000000000
2023-08-12 10:57:01 result: , param:5000-111:-1105.5600000000000
2023-08-12 10:57:03 result: , param:5000-111:-1105.5600000000000
2023-08-12 10:57:05 result: , param:5000-111:-1105.5500000000000
2023-08-12 10:57:07 result: , param:5000-111:-1105.5600000000000
2023-08-12 10:57:09 result: , param:5000-111:-1105.5600000000000
2023-08-12 10:57:11 result: , param:5000-111:-1105.5600000000000
2023-08-12 10:57:13 result: , param:5000-111:-1105.2100000000000
2023-08-12 10:57:15 result: , param:5000-111:-1105.2200000000000
2023-08-12 10:57:17 result: , param:5000-111:-1105.2100000000000
2023-08-12 10:57:19 result: , param:5000-111:-1105.2100000000000
2023-08-12 10:57:21 result: , param:5000-111:-1105.2100000000000
2023-08-12 10:57:23 result: , param:5000-111:-1105.2200000000000
2023-08-12 10:57:25 result: , param:5000-111:-1105.2200000000000
2023-08-12 10:57:27 result: , param:5000-111:-1105.2100000000000
2023-08-12 10:57:29 result: , param:5000-111:-1107.3300000000000
2023-08-12 10:57:31 result: , param:5000-111:-1107.3300000000000
2023-08-12 10:57:33 result: , param:5000-111:-1105.2100000000000
2023-08-12 10:57:35 result: , param:5000-111:-1105.2100000000000
2023-08-12 10:57:37 result: , param:5000-111:-1105.2200000000000
2023-08-12 10:57:39 result: , param:5000-111:-1105.2200000000000
2023-08-12 10:57:41 result: , param:5000-111:-1104.8100000000000
2023-08-12 10:57:43 result: , param:5000-111:-1104.8100000000000
2023-08-12 10:57:45 result: , param:5000-111:-1104.8100000000000
2023-08-12 10:57:47 result: , param:5000-111:-1104.8100000000000
2023-08-12 10:57:49 result: , param:5000-111:-1104.8100000000000
2023-08-12 10:57:51 result: , param:5000-111:-1104.8100000000000
2023-08-12 10:57:53 result: , param:5000-111:-1104.8100000000000
2023-08-12 10:57:55 result: , param:5000-111:-1104.8100000000000
2023-08-12 10:57:57 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:57:59 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:01 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:03 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:05 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:07 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:09 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:11 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:13 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:15 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:17 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:19 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:21 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:23 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:25 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:27 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:29 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:31 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:33 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:35 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:37 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:39 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:41 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:43 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:45 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:47 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:49 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:51 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:53 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:55 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:57 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:58:59 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:59:01 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:59:03 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:59:05 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:59:07 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:59:09 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:59:11 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:59:13 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:59:15 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:59:17 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:59:19 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:59:21 result: , param:5000-111:-1104.8000000000000
2023-08-12 10:59:23 result: , param:5000-111:-1104.5600000000000
2023-08-12 10:59:25 result: , param:5000-111:-1104.5600000000000
2023-08-12 10:59:27 result: , param:5000-111:-1104.5600000000000
2023-08-12 10:59:29 result: , param:5000-111:-1104.5600000000000
2023-08-12 10:59:31 result: , param:5000-111:-1104.5600000000000
2023-08-12 10:59:33 result: , param:5000-111:-1104.5600000000000
2023-08-12 10:59:35 result: , param:5000-111:-1104.5600000000000
2023-08-12 10:59:37 result: , param:5000-111:-1104.5600000000000
2023-08-12 10:59:39 result: , param:5000-111:-1104.5600000000000
2023-08-12 10:59:41 result: , param:5000-111:-1104.5600000000000
2023-08-12 10:59:43 result: , param:5000-111:-1104.5600000000000
2023-08-12 10:59:45 result: , param:5000-111:-1104.5600000000000
2023-08-12 10:59:47 result: , param:5000-111:-1104.5500000000000
2023-08-12 10:59:49 result: , param:5000-111:-1104.3100000000000
2023-08-12 10:59:51 result: , param:5000-111:-1104.3100000000000
2023-08-12 10:59:53 result: , param:5000-111:-1108.3400000000000
2023-08-12 10:59:55 result: , param:5000-111:-1108.3400000000000
2023-08-12 10:59:57 result: , param:5000-111:-1108.3400000000000
2023-08-12 10:59:59 result: , param:5000-111:-1108.3400000000000
2023-08-12 11:00:01 result: , param:5000-111:-1108.3400000000000
2023-08-12 11:00:05 result: , param:5000-111:-1108.3400000000000
2023-08-12 11:00:07 result: , param:5000-111:-1108.3400000000000
2023-08-12 11:00:09 result: , param:5000-111:-1108.3400000000000
2023-08-12 11:00:11 result: , param:5000-111:-1108.3400000000000
2023-08-12 11:00:13 result: , param:5000-111:-1108.3400000000000
2023-08-12 11:00:15 result: , param:5000-111:-1108.3400000000000
2023-08-12 11:00:17 result: , param:5000-111:-1108.3400000000000
2023-08-12 11:00:19 result: , param:5000-111:-1108.3400000000000
2023-08-12 11:00:21 result: , param:5000-111:-1108.3300000000000
2023-08-12 11:00:23 result: , param:5000-111:-1108.3300000000000
2023-08-12 11:00:25 result: , param:5000-111:-1108.3300000000000
2023-08-12 11:00:27 result: , param:5000-111:-1108.3400000000000
2023-08-12 11:00:29 result: , param:5000-111:-1108.3400000000000
2023-08-12 11:00:31 result: , param:5000-111:-1108.3400000000000
2023-08-12 11:00:33 result: , param:5000-111:-1108.3300000000000
2023-08-12 11:00:35 result: , param:5000-111:-1108.3300000000000
2023-08-12 11:00:37 result: , param:5000-111:-1108.3300000000000
2023-08-12 11:00:39 result: , param:5000-111:-1108.3300000000000
2023-08-12 11:00:41 result: , param:5000-111:-1108.3300000000000
2023-08-12 11:00:43 result: , param:5000-111:-1108.3300000000000
2023-08-12 11:00:45 result: , param:5000-111:-1107.9700000000000
2023-08-12 11:00:47 result: , param:5000-111:-1107.9700000000000
2023-08-12 11:00:49 result: , param:5000-111:-1107.9700000000000
2023-08-12 11:00:51 result: , param:5000-111:-1107.9700000000000
2023-08-12 11:00:53 result: , param:5000-111:-1107.9700000000000
2023-08-12 11:00:55 result: , param:5000-111:-1107.9700000000000
2023-08-12 11:00:57 result: , param:5000-111:-1107.9700000000000
2023-08-12 11:00:59 result: , param:5000-111:-1107.9700000000000
2023-08-12 11:01:01 result: , param:5000-111:-1107.9700000000000
2023-08-12 11:01:03 result: , param:5000-111:-1107.9700000000000
2023-08-12 11:01:05 result: , param:5000-111:-1107.9700000000000
2023-08-12 11:01:07 result: , param:5000-111:-1107.9700000000000
2023-08-12 11:01:09 result: , param:5000-111:-1107.9700000000000
2023-08-12 11:01:11 result: , param:5000-111:-1107.9700000000000
2023-08-12 11:01:13 result: , param:5000-111:-1107.9700000000000
2023-08-12 11:01:15 result: , param:5000-111:-1107.9700000000000
2023-08-12 11:01:17 result: , param:5000-111:-1107.9700000000000
2023-08-12 11:01:19 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:21 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:23 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:25 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:27 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:29 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:31 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:33 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:35 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:37 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:39 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:41 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:43 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:45 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:47 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:49 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:51 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:53 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:55 result: , param:5000-111:-1106.5000000000000
2023-08-12 11:01:57 result: , param:5000-111:-1106.5100000000000
2023-08-12 11:01:59 result: , param:5000-111:-1106.5100000000000
2023-08-12 11:02:01 result: , param:5000-111:-1105.0800000000000
2023-08-12 11:02:03 result: , param:5000-111:-1104.3200000000000
2023-08-12 11:02:05 result: , param:5000-111:-1104.3100000000000
2023-08-12 11:02:07 result: , param:5000-111:-1104.3200000000000
2023-08-12 11:02:09 result: , param:5000-111:-1104.3200000000000
2023-08-12 11:02:11 result: , param:5000-111:-1104.3200000000000
2023-08-12 11:02:13 result: , param:5000-111:-1104.3100000000000
2023-08-12 11:02:15 result: , param:5000-111:-1104.3100000000000
2023-08-12 11:02:17 result: , param:5000-111:-1104.3100000000000
2023-08-12 11:02:19 result: , param:5000-111:-1104.3200000000000
2023-08-12 11:02:21 result: , param:5000-111:-1104.3100000000000
2023-08-12 11:02:23 result: , param:5000-111:-1104.3100000000000
2023-08-12 11:02:25 result: , param:5000-111:-1104.3200000000000
2023-08-12 11:02:27 result: , param:5000-111:-1104.3200000000000
2023-08-12 11:02:29 result: , param:5000-111:-1104.3200000000000
2023-08-12 11:02:31 result: , param:5000-111:-1104.3100000000000
2023-08-12 11:02:33 result: , param:5000-111:-1104.3200000000000
2023-08-12 11:02:35 result: , param:5000-111:-1105.6200000000000
2023-08-12 11:02:37 result: , param:5000-111:-1105.6300000000000
2023-08-12 11:02:39 result: , param:5000-111:-1105.6200000000000
2023-08-12 11:02:41 result: , param:5000-111:-1104.3300000000000
2023-08-12 11:02:43 result: , param:5000-111:-1104.3200000000000
2023-08-12 11:02:45 result: , param:5000-111:-1104.3200000000000
2023-08-12 11:02:47 result: , param:5000-111:-1104.3300000000000
2023-08-12 11:02:49 result: , param:5000-111:-1104.3300000000000
2023-08-12 11:02:51 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:02:53 result: , param:5000-111:-1105.5600000000000
2023-08-12 11:02:55 result: , param:5000-111:-1105.5600000000000
2023-08-12 11:02:57 result: , param:5000-111:-1105.5500000000000
2023-08-12 11:02:59 result: , param:5000-111:-1105.5600000000000
2023-08-12 11:03:01 result: , param:5000-111:-1105.5600000000000
2023-08-12 11:03:03 result: , param:5000-111:-1105.6200000000000
2023-08-12 11:03:05 result: , param:5000-111:-1105.6200000000000
2023-08-12 11:03:07 result: , param:5000-111:-1105.6200000000000
2023-08-12 11:03:09 result: , param:5000-111:-1105.6200000000000
2023-08-12 11:03:11 result: , param:5000-111:-1105.6200000000000
2023-08-12 11:03:13 result: , param:5000-111:-1105.5500000000000
2023-08-12 11:03:15 result: , param:5000-111:-1105.5500000000000
2023-08-12 11:03:17 result: , param:5000-111:-1105.5600000000000
2023-08-12 11:03:19 result: , param:5000-111:-1105.5600000000000
2023-08-12 11:03:21 result: , param:5000-111:-1105.5600000000000
2023-08-12 11:03:23 result: , param:5000-111:-1105.5600000000000
2023-08-12 11:03:25 result: , param:5000-111:-1105.5600000000000
2023-08-12 11:03:27 result: , param:5000-111:-1105.5600000000000
2023-08-12 11:03:29 result: , param:5000-111:-1105.5600000000000
2023-08-12 11:03:31 result: , param:5000-111:-1105.5600000000000
2023-08-12 11:03:33 result: , param:5000-111:-1105.5600000000000
2023-08-12 11:03:35 result: , param:5000-111:-1105.5600000000000
2023-08-12 11:03:37 result: , param:5000-111:-1105.5600000000000
2023-08-12 11:03:39 result: , param:5000-111:-1105.5600000000000
2023-08-12 11:03:41 result: , param:5000-111:-1105.5600000000000
2023-08-12 11:03:43 result: , param:5000-111:-1105.6200000000000
2023-08-12 11:03:45 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:03:47 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:03:49 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:03:51 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:03:53 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:03:55 result: , param:5000-111:-1105.8100000000000
2023-08-12 11:03:57 result: , param:5000-111:-1105.8100000000000
2023-08-12 11:03:59 result: , param:5000-111:-1105.8100000000000
2023-08-12 11:04:01 result: , param:5000-111:-1105.8100000000000
2023-08-12 11:04:03 result: , param:5000-111:-1105.8100000000000
2023-08-12 11:04:05 result: , param:5000-111:-1105.6200000000000
2023-08-12 11:04:07 result: , param:5000-111:-1105.6200000000000
2023-08-12 11:04:09 result: , param:5000-111:-1105.6200000000000
2023-08-12 11:04:11 result: , param:5000-111:-1105.6200000000000
2023-08-12 11:04:13 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:04:15 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:04:17 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:04:19 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:04:21 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:04:23 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:04:25 result: , param:5000-111:-1105.6200000000000
2023-08-12 11:04:27 result: , param:5000-111:-1105.6200000000000
2023-08-12 11:04:29 result: , param:5000-111:-1105.6200000000000
2023-08-12 11:04:32 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:04:34 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:04:36 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:04:38 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:04:40 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:04:42 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:04:44 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:04:46 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:04:48 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:04:50 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:04:52 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:04:54 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:04:56 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:04:58 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:05:00 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:05:02 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:05:04 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:05:06 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:05:08 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:05:10 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:05:12 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:05:14 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:05:16 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:05:18 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:05:20 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:05:22 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:05:24 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:05:26 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:05:28 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:05:30 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:05:32 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:05:34 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:05:36 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:05:38 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:05:40 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:05:42 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:05:44 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:05:46 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:05:48 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:05:50 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:05:52 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:05:54 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:05:56 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:05:58 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:06:00 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:06:02 result: , param:5000-111:-1105.5800000000000
2023-08-12 11:06:04 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:06:06 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:06:08 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:06:10 result: , param:5000-111:-1105.5700000000000
2023-08-12 11:06:12 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:06:14 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:06:16 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:06:18 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:06:20 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:06:22 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:06:24 result: , param:5000-111:-1105.6100000000000
2023-08-12 11:06:26 result: , param:5000-111:-1105.6000000000000
2023-08-12 11:06:28 result: , param:5000-111:-1105.6000000000000
2023-08-12 11:06:30 result: , param:5000-111:-1105.6100000000000
